age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
61,Private,230568,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
33,Private,86492,High School Grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,87,United-States,<=50K
40,Private,71305,High School Grad,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,301568,High School Incomplete,8,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,197344,High School Grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,<=50K
44,Self-employed,315406,High School Incomplete,7,Married,Farming-fishing,Husband,White,Male,0,0,88,United-States,<=50K
41,State-gov,47170,Bachelors,13,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,48,United-States,>50K
24,Federal-gov,215115,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,176101,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,138283,Associate's degree,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Self-employed,132320,High School Grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K
22,Federal-gov,471452,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,8,United-States,<=50K
55,Private,147653,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,73,United-States,<=50K
26,Private,174921,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Self-employed,95997,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,<=50K
33,Private,67072,High School Grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
24,Private,107882,High School Grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,79443,High School Incomplete,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K
49,Self-employed,233059,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
17,Private,226980,High School Incomplete,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,<=50K
34,Self-employed,181087,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,305597,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
37,Private,83375,High School Grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,141657,High School Grad,9,Married,Exec-managerial,Wife,White,Female,0,0,35,United-States,>50K
44,Private,228057,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
58,Private,121111,High School Grad,9,Married,Sales,Wife,White,Female,0,0,40,Greece,<=50K
44,Private,298885,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,387430,High School Grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,18,United-States,<=50K
19,Private,121972,High School Grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
29,State-gov,191355,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,205175,High School Grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,37,United-States,<=50K
24,Self-employed,161508,High School Grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
28,Private,338376,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
55,Private,334308,High School Grad,9,Married,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
51,Private,129177,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
19,Private,178811,High School Grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
42,Private,178537,High School Grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
60,Self-employed,235535,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
51,Private,145114,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,159732,High School Grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
55,Private,163083,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,403552,High School Grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,32,United-States,<=50K
26,Private,51961,High School Incomplete,8,Never-married,Sales,Other-relative,Black,Male,0,0,51,United-States,<=50K
59,Private,426001,High School Grad,9,Married,Adm-clerical,Unmarried,White,Female,0,0,20,Puerto-Rico,<=50K
25,Private,181528,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K
46,Private,169699,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,204470,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,Private,117363,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
39,Local-gov,106297,High School Grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,42,United-States,<=50K
54,Self-employed,108933,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
24,Private,190143,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,246677,High School Grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K
41,Local-gov,210259,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
36,Private,166304,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,33,United-States,<=50K
39,Private,49308,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,192262,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
37,Self-employed,48063,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
54,Federal-gov,51048,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
57,Local-gov,215175,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
28,Private,114967,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,464536,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,451996,High School Grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,138852,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,State-gov,353012,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-employed,321822,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,75,United-States,>50K
50,Self-employed,324506,High School Grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,48,South,<=50K
36,Private,162256,High School Grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Local-gov,356689,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,260199,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
36,Private,103605,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,316211,High School Grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,308691,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
33,Private,213226,High School Grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,147638,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,36,Philippines,<=50K
25,Private,315643,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
51,Federal-gov,106257,Associate's degree,12,Married,Tech-support,Husband,Black,Male,0,0,40,United-States,<=50K
35,Private,342768,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,108960,High School Incomplete,7,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,168071,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
32,Private,136935,High School Grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,13,United-States,<=50K
37,Self-employed,188774,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,>50K
29,Private,280344,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Private,202496,Bachelors,13,Married,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,<=50K
24,Private,194748,High School Grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,49,United-States,<=50K
34,Private,325658,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,201844,High School Grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,Mexico,<=50K
36,Private,82743,Associate's degree,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,Iran,<=50K
63,Self-employed,125178,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
22,Private,128487,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,<=50K
40,Private,321758,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
23,State-gov,156423,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
34,Private,157289,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,176972,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
33,Private,91811,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,454614,High School Incomplete,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,United-States,<=50K
53,Private,157947,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Local-gov,177482,Associate's degree,12,Married,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
28,State-gov,158834,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,203834,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Taiwan,<=50K
29,Private,110442,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,192939,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43,Local-gov,260696,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
40,Local-gov,55363,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
31,Local-gov,357954,Associate's degree,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,20,United-States,<=50K
32,Self-employed,190290,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,40,Italy,<=50K
26,Private,167761,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,Private,144844,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,52,United-States,>50K
26,Private,55743,High School Grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50K
40,Self-employed,117721,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
19,Self-employed,116385,High School Incomplete,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Private,301867,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,238913,Associate's degree,11,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
26,Private,165510,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
64,Private,183513,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
42,Self-employed,119281,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
45,Private,110171,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,211440,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
41,Local-gov,359259,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,125796,High School Incomplete,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
34,Private,39609,Associate's degree,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,132633,High School Incomplete,7,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,25,Guatemala,<=50K
39,Private,192702,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,<=50K
22,Private,290504,High School Grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
33,Private,234542,Associate's degree,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
66,Private,284021,High School Grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,111275,High School Grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
33,Private,198660,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,216116,High School Grad,9,Married,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
41,Private,406603,High School Grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,6,Iran,<=50K
48,Private,240629,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,Italy,>50K
38,Private,314310,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,259785,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
45,Private,127111,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
29,Private,178272,High School Grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
66,Local-gov,75134,High School Grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
19,Private,195985,High School Grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
34,Private,177675,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
39,Private,182828,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
33,Self-employed,270889,High School Grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
27,Private,336951,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K
46,Private,163352,High School Grad,9,Married,Sales,Husband,White,Male,0,0,36,United-States,<=50K
38,Private,190776,Associate's degree,12,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
90,Private,313986,High School Incomplete,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,163003,High School Grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
29,Private,183061,High School Grad,9,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
49,Private,123584,High School Incomplete,7,Married,Transport-moving,Husband,White,Male,0,0,75,United-States,<=50K
23,Private,120910,High School Grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
46,Private,214955,Associate's degree,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,209768,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,Private,258120,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,Jamaica,<=50K
49,Private,110015,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,45,Greece,<=50K
54,Private,152652,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
31,Self-employed,114639,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,131615,High School Grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,353824,Associate's degree,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,178417,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Private,178644,High School Grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
43,Self-employed,271665,High School Grad,9,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
21,Federal-gov,169003,High School Incomplete,8,Never-married,Adm-clerical,Own-child,Black,Male,0,0,25,United-States,<=50K
52,State-gov,338816,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,70,United-States,>50K
34,Private,506858,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,32,United-States,>50K
28,Private,265628,Associate's degree,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,173495,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,177413,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
39,Private,31670,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
49,Private,154451,High School Incomplete,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,United-States,<=50K
43,Private,124692,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
58,Private,87329,High School Incomplete,7,Married,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
36,Private,263130,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,262882,High School Grad,9,Married,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
19,Private,27433,High School Incomplete,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,393945,Associate's degree,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K
26,Private,173927,Associate's degree,11,Never-married,Prof-specialty,Own-child,Other,Female,0,0,60,Jamaica,<=50K
38,Private,343403,Associate's degree,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K
40,Private,193882,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
25,Private,310864,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Private,128354,Bachelors,13,Married,Tech-support,Wife,White,Female,0,0,25,United-States,>50K
33,Private,113364,High School Grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
63,Private,198559,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,16,United-States,<=50K
51,Private,136913,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,115488,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,154227,Associate's degree,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Self-employed,281030,High School Grad,9,Never-married,Sales,Unmarried,White,Male,0,0,66,United-States,<=50K
47,Private,454989,High School Grad,9,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
26,Private,391349,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,151835,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,60,United-States,>50K
28,Private,61487,High School Grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K
19,Private,120251,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,14,United-States,<=50K
42,Private,273230,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,90,United-States,<=50K
36,Private,358373,High School Grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,36,United-States,<=50K
35,Private,267891,High School Grad,9,Married,Other-service,Wife,White,Female,0,0,38,United-States,<=50K
54,Private,48358,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
36,Private,96452,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
55,Private,204751,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
57,Private,375868,Masters,14,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,537222,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,Local-gov,33975,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
51,Self-employed,162327,High School Incomplete,7,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,182691,High School Grad,9,Divorced,Exec-managerial,Own-child,White,Male,0,0,44,United-States,<=50K
36,Private,300829,Associate's degree,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,<=50K
46,Self-employed,214627,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
25,State-gov,120041,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,361138,High School Grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K
37,Private,76893,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,205424,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,>50K
40,Private,229148,High School Incomplete,8,Married,Transport-moving,Husband,Black,Male,0,0,40,Jamaica,<=50K
58,Self-employed,154537,High School Grad,9,Married,Exec-managerial,Wife,White,Female,0,0,20,United-States,>50K
52,Private,181901,High School Grad,9,Married,Farming-fishing,Other-relative,White,Male,0,0,20,Mexico,<=50K
18,Private,152004,High School Incomplete,7,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
38,Self-employed,180220,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,327723,High School Grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,127384,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
30,Private,363296,High School Grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,<=50K
28,Private,30070,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,595000,High School Grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,35,United-States,<=50K
33,Private,177824,High School Grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
44,State-gov,111483,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
42,Private,50018,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,218490,Associate's degree,12,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
31,Private,159187,High School Grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
34,Self-employed,24961,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
75,Self-employed,146576,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,>50K
54,Self-employed,149650,High School Grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Canada,<=50K
34,Private,454508,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,65,Iran,<=50K
41,Private,266530,High School Grad,9,Married,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
61,Private,198542,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,221661,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K
44,Local-gov,60735,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
47,Self-employed,121124,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
53,Self-employed,240138,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,104196,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
37,Private,230035,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K
57,Private,176079,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,233624,High School Grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,192591,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
54,Private,249860,High School Incomplete,7,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,10,United-States,<=50K
20,Private,247564,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
34,Private,238912,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,250217,High School Grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,70,United-States,<=50K
22,Local-gov,137510,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,577521,High School Incomplete,7,Never-married,Sales,Own-child,White,Male,0,0,13,United-States,<=50K
22,Private,221533,High School Grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
39,Private,114079,Associate's degree,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,155781,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
28,Private,243762,High School Incomplete,7,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,113062,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,7,United-States,<=50K
67,Private,217028,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,110723,High School Incomplete,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
47,Federal-gov,191858,Associate's degree,12,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
23,Private,179423,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,5,United-States,<=50K
20,Private,339588,High School Grad,9,Married,Other-service,Wife,White,Female,0,0,40,Peru,<=50K
22,Private,206815,High School Grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,Peru,<=50K
29,Private,178469,High School Grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Self-employed,214008,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24,Private,51799,High School Grad,9,Married,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
33,Local-gov,115488,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
55,Private,193568,High School Grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,192878,High School Grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,264663,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
22,Private,234731,High School Grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
